order_id,customer_id,order_amount,product_category,days_to_return,return_reason,orders_last_30d,returns_last_30d,device_id,pincode,abuse_ring,is_returned,customer_return_rate,return_intensity,fast_return,high_return_behavior,device_customer_count,pincode_customer_count,behavior_risk_score,device_risk,pincode_risk,return_behavior_risk,fast_return_risk,ring_risk_score,risk_decision,risk_explanation
100455,1276,959.02,Electronics,1,Wrong item,14,7,20004,570004,1,0,0.5,0.5,1,1,5,5,85.0,30,20,15.0,20,85.0,HIGH RISK - INVESTIGATE,device shared by 5 customers; pincode linked to 5 customers; high return intensity (50%); returns occurring within 3 days
100563,947,253.58,Fashion,2,Damaged,9,5,20006,570006,1,0,0.556,0.5555555555555556,1,1,6,6,86.7,30,20,16.666666666666668,20,86.7,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (56%); returns occurring within 3 days
100565,2147,926.85,Electronics,2,Damaged,12,5,20005,570005,1,0,0.417,0.4166666666666667,1,0,6,6,67.5,30,20,12.5,20,82.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
100568,2451,1353.6,Fashion,3,Changed mind,10,7,20006,570006,1,0,0.7,0.7,1,1,6,6,91.0,30,20,21.0,20,91.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (70%); returns occurring within 3 days
100585,221,191.14,Electronics,3,Not as expected,9,7,20012,570012,1,0,0.778,0.7777777777777778,1,1,6,6,93.3,30,20,23.33333333333333,20,93.3,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (78%); returns occurring within 3 days
100602,2237,600.41,Electronics,3,Not as expected,12,8,20000,570000,1,0,0.667,0.6666666666666666,1,1,6,6,90.0,30,20,20.0,20,90.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (67%); returns occurring within 3 days
100663,2815,1145.32,Fashion,1,Not as expected,14,6,20011,570011,1,0,0.429,0.4285714285714285,1,0,6,6,67.9,30,20,12.857142857142856,20,82.9,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
100692,167,213.39,Fashion,3,Wrong item,12,5,20002,570002,1,0,0.417,0.4166666666666667,1,0,6,6,67.5,30,20,12.5,20,82.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
100791,1550,944.1,Electronics,3,Damaged,14,5,20005,570005,1,1,0.357,0.3571428571428571,1,0,6,6,65.7,30,20,10.714285714285715,20,80.7,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
100793,128,6914.88,Fashion,3,Damaged,15,7,20003,570003,1,1,0.467,0.4666666666666667,1,0,6,6,69.0,30,20,14.0,20,84.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
100835,2278,2684.71,Fashion,1,Not as expected,15,6,20005,570005,1,0,0.4,0.4,1,0,6,6,67.0,30,20,12.0,20,82.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
100883,817,2080.67,Electronics,1,Damaged,12,8,20003,570003,1,1,0.667,0.6666666666666666,1,1,6,6,90.0,30,20,20.0,20,90.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (67%); returns occurring within 3 days
100900,1433,906.09,Electronics,3,Wrong item,12,8,20000,570000,1,0,0.667,0.6666666666666666,1,1,6,6,90.0,30,20,20.0,20,90.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (67%); returns occurring within 3 days
100909,2425,1115.4,Electronics,2,Not as expected,14,5,20013,570013,1,0,0.357,0.3571428571428571,1,0,6,6,65.7,30,20,10.714285714285715,20,80.7,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
101007,925,1173.46,Electronics,1,Damaged,10,5,20000,570000,1,0,0.5,0.5,1,1,6,6,85.0,30,20,15.0,20,85.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (50%); returns occurring within 3 days
101013,242,818.13,Electronics,1,Changed mind,8,8,20006,570006,1,0,1.0,1.0,1,1,6,6,100.0,30,20,30.0,20,100.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (100%); returns occurring within 3 days
101032,2201,485.1,Electronics,3,Not as expected,12,5,20012,570012,1,1,0.417,0.4166666666666667,1,0,6,6,67.5,30,20,12.5,20,82.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
101059,2124,1245.73,Fashion,3,Wrong item,9,5,20004,570004,1,0,0.556,0.5555555555555556,1,1,5,5,86.7,30,20,16.666666666666668,20,86.7,HIGH RISK - INVESTIGATE,device shared by 5 customers; pincode linked to 5 customers; high return intensity (56%); returns occurring within 3 days
101105,2411,499.91,Electronics,2,Wrong item,11,6,20014,570014,1,0,0.545,0.5454545454545454,1,1,6,6,86.4,30,20,16.363636363636363,20,86.4,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (55%); returns occurring within 3 days
101141,817,1557.98,Fashion,2,Wrong item,9,8,20003,570003,1,0,0.889,0.8888888888888888,1,1,6,6,96.7,30,20,26.666666666666664,20,96.7,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (89%); returns occurring within 3 days
101180,1256,2684.79,Electronics,3,Damaged,11,5,20005,570005,1,0,0.455,0.4545454545454545,1,0,6,6,68.6,30,20,13.636363636363637,20,83.6,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
101192,2340,929.31,Fashion,2,Changed mind,14,7,20011,570011,1,0,0.5,0.5,1,1,6,6,85.0,30,20,15.0,20,85.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (50%); returns occurring within 3 days
101204,221,1156.25,Fashion,2,Not as expected,11,5,20012,570012,1,0,0.455,0.4545454545454545,1,0,6,6,68.6,30,20,13.636363636363637,20,83.6,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
101221,2667,2048.68,Fashion,2,Wrong item,11,7,20009,570009,1,0,0.636,0.6363636363636364,1,1,6,6,89.1,30,20,19.09090909090909,20,89.1,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (64%); returns occurring within 3 days
101246,583,956.57,Electronics,3,Changed mind,11,8,20000,570000,1,0,0.727,0.7272727272727273,1,1,6,6,91.8,30,20,21.81818181818182,20,91.8,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (73%); returns occurring within 3 days
101319,1094,1293.71,Fashion,2,Changed mind,8,6,20013,570013,1,0,0.75,0.75,1,1,6,6,92.5,30,20,22.5,20,92.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (75%); returns occurring within 3 days
101343,2075,230.97,Electronics,1,Wrong item,9,8,20007,570007,1,0,0.889,0.8888888888888888,1,1,6,6,96.7,30,20,26.666666666666664,20,96.7,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (89%); returns occurring within 3 days
101418,2237,4024.81,Fashion,3,Wrong item,12,7,20000,570000,1,0,0.583,0.5833333333333334,1,1,6,6,87.5,30,20,17.5,20,87.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (58%); returns occurring within 3 days
101483,976,260.45,Electronics,3,Damaged,10,7,20013,570013,1,0,0.7,0.7,1,1,6,6,91.0,30,20,21.0,20,91.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (70%); returns occurring within 3 days
101485,1263,366.69,Fashion,2,Wrong item,15,7,20005,570005,1,0,0.467,0.4666666666666667,1,0,6,6,69.0,30,20,14.0,20,84.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
101512,925,9944.29,Fashion,3,Changed mind,13,6,20000,570000,1,0,0.462,0.4615384615384615,1,0,6,6,68.8,30,20,13.846153846153848,20,83.8,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
101580,226,648.41,Electronics,2,Damaged,15,8,20006,570006,1,0,0.533,0.5333333333333333,1,1,6,6,86.0,30,20,16.0,20,86.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (53%); returns occurring within 3 days
101603,447,817.82,Fashion,2,Not as expected,11,7,20008,570008,1,0,0.636,0.6363636363636364,1,1,6,6,89.1,30,20,19.09090909090909,20,89.1,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (64%); returns occurring within 3 days
101626,1017,1527.15,Electronics,2,Damaged,14,8,20002,570002,1,0,0.571,0.5714285714285714,1,1,6,6,87.1,30,20,17.142857142857142,20,87.1,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (57%); returns occurring within 3 days
101668,1279,676.26,Electronics,3,Wrong item,8,7,20009,570009,1,1,0.875,0.875,1,1,6,6,96.2,30,20,26.25,20,96.2,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (88%); returns occurring within 3 days
101695,328,732.03,Electronics,3,Not as expected,11,8,20007,570007,1,0,0.727,0.7272727272727273,1,1,6,6,91.8,30,20,21.81818181818182,20,91.8,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (73%); returns occurring within 3 days
101734,1716,1485.37,Fashion,1,Changed mind,12,8,20013,570013,1,1,0.667,0.6666666666666666,1,1,6,6,90.0,30,20,20.0,20,90.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (67%); returns occurring within 3 days
101736,417,1489.92,Electronics,3,Damaged,15,7,20000,570000,1,0,0.467,0.4666666666666667,1,0,6,6,69.0,30,20,14.0,20,84.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
101750,1017,1249.63,Fashion,3,Changed mind,12,6,20002,570002,1,0,0.5,0.5,1,1,6,6,85.0,30,20,15.0,20,85.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (50%); returns occurring within 3 days
101755,1292,163.48,Electronics,1,Changed mind,13,7,20003,570003,1,0,0.538,0.5384615384615384,1,1,6,6,86.2,30,20,16.153846153846153,20,86.2,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (54%); returns occurring within 3 days
101785,817,1122.67,Fashion,2,Damaged,8,8,20003,570003,1,0,1.0,1.0,1,1,6,6,100.0,30,20,30.0,20,100.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (100%); returns occurring within 3 days
101799,2225,3004.69,Fashion,2,Not as expected,8,7,20003,570003,1,0,0.875,0.875,1,1,6,6,96.2,30,20,26.25,20,96.2,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (88%); returns occurring within 3 days
101907,1009,441.99,Fashion,1,Damaged,10,6,20008,570008,1,0,0.6,0.6,1,1,6,6,88.0,30,20,18.0,20,88.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (60%); returns occurring within 3 days
101967,1233,935.05,Electronics,2,Wrong item,8,6,20001,570001,1,0,0.75,0.75,1,1,6,6,92.5,30,20,22.5,20,92.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (75%); returns occurring within 3 days
101989,1263,3235.61,Electronics,1,Wrong item,8,6,20005,570005,1,0,0.75,0.75,1,1,6,6,92.5,30,20,22.5,20,92.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (75%); returns occurring within 3 days
102040,2411,1591.37,Fashion,2,Damaged,8,6,20014,570014,1,0,0.75,0.75,1,1,6,6,92.5,30,20,22.5,20,92.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (75%); returns occurring within 3 days
102105,457,1418.95,Electronics,2,Changed mind,8,7,20011,570011,1,1,0.875,0.875,1,1,6,6,96.2,30,20,26.25,20,96.2,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (88%); returns occurring within 3 days
102112,447,340.42,Electronics,2,Changed mind,12,8,20008,570008,1,1,0.667,0.6666666666666666,1,1,6,6,90.0,30,20,20.0,20,90.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (67%); returns occurring within 3 days
102134,2124,2498.67,Fashion,1,Wrong item,14,6,20004,570004,1,0,0.429,0.4285714285714285,1,0,5,5,67.9,30,20,12.857142857142856,20,82.9,HIGH RISK - INVESTIGATE,device shared by 5 customers; pincode linked to 5 customers; returns occurring within 3 days
102157,1017,1304.57,Fashion,2,Damaged,15,6,20002,570002,1,0,0.4,0.4,1,0,6,6,67.0,30,20,12.0,20,82.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102168,2147,330.95,Fashion,3,Not as expected,8,6,20005,570005,1,1,0.75,0.75,1,1,6,6,92.5,30,20,22.5,20,92.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (75%); returns occurring within 3 days
102191,1013,622.44,Electronics,1,Changed mind,12,7,20010,570010,1,0,0.583,0.5833333333333334,1,1,6,6,87.5,30,20,17.5,20,87.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (58%); returns occurring within 3 days
102250,2075,4387.24,Fashion,2,Wrong item,11,7,20007,570007,1,0,0.636,0.6363636363636364,1,1,6,6,89.1,30,20,19.09090909090909,20,89.1,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (64%); returns occurring within 3 days
102271,692,1355.2,Electronics,2,Wrong item,11,6,20009,570009,1,1,0.545,0.5454545454545454,1,1,6,6,86.4,30,20,16.363636363636363,20,86.4,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (55%); returns occurring within 3 days
102336,321,1128.03,Electronics,1,Damaged,9,6,20007,570007,1,1,0.667,0.6666666666666666,1,1,6,6,90.0,30,20,20.0,20,90.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (67%); returns occurring within 3 days
102378,2411,2503.22,Electronics,2,Changed mind,13,8,20014,570014,1,0,0.615,0.6153846153846154,1,1,6,6,88.5,30,20,18.461538461538463,20,88.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (62%); returns occurring within 3 days
102386,588,347.15,Electronics,2,Not as expected,12,7,20012,570012,1,0,0.583,0.5833333333333334,1,1,6,6,87.5,30,20,17.5,20,87.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (58%); returns occurring within 3 days
102396,321,132.64,Electronics,2,Not as expected,10,5,20007,570007,1,0,0.5,0.5,1,1,6,6,85.0,30,20,15.0,20,85.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (50%); returns occurring within 3 days
102428,1380,372.82,Fashion,2,Not as expected,11,6,20011,570011,1,0,0.545,0.5454545454545454,1,1,6,6,86.4,30,20,16.363636363636363,20,86.4,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (55%); returns occurring within 3 days
102569,1256,531.48,Fashion,1,Not as expected,12,8,20005,570005,1,0,0.667,0.6666666666666666,1,1,6,6,90.0,30,20,20.0,20,90.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (67%); returns occurring within 3 days
102570,328,877.49,Electronics,3,Wrong item,9,8,20007,570007,1,0,0.889,0.8888888888888888,1,1,6,6,96.7,30,20,26.666666666666664,20,96.7,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (89%); returns occurring within 3 days
102625,947,2231.01,Electronics,2,Not as expected,12,5,20006,570006,1,0,0.417,0.4166666666666667,1,0,6,6,67.5,30,20,12.5,20,82.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102631,244,3044.4,Electronics,1,Damaged,15,6,20014,570014,1,0,0.4,0.4,1,0,6,6,67.0,30,20,12.0,20,82.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102661,457,1207.64,Fashion,1,Not as expected,14,5,20011,570011,1,1,0.357,0.3571428571428571,1,0,6,6,65.7,30,20,10.714285714285715,20,80.7,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102662,2237,2012.53,Electronics,1,Not as expected,10,8,20000,570000,1,0,0.8,0.8,1,1,6,6,94.0,30,20,24.0,20,94.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (80%); returns occurring within 3 days
102665,2340,685.06,Electronics,1,Not as expected,11,7,20011,570011,1,1,0.636,0.6363636363636364,1,1,6,6,89.1,30,20,19.09090909090909,20,89.1,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (64%); returns occurring within 3 days
102672,1870,2360.77,Fashion,1,Changed mind,15,6,20000,570000,1,0,0.4,0.4,1,0,6,6,67.0,30,20,12.0,20,82.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102727,1716,748.13,Electronics,1,Wrong item,14,7,20013,570013,1,1,0.5,0.5,1,1,6,6,85.0,30,20,15.0,20,85.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (50%); returns occurring within 3 days
102754,1787,1679.11,Fashion,1,Not as expected,15,7,20010,570010,1,0,0.467,0.4666666666666667,1,0,6,6,69.0,30,20,14.0,20,84.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102774,925,1236.31,Fashion,3,Wrong item,15,6,20000,570000,1,0,0.4,0.4,1,0,6,6,67.0,30,20,12.0,20,82.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102800,1017,4446.31,Fashion,3,Damaged,8,5,20002,570002,1,0,0.625,0.625,1,1,6,6,88.8,30,20,18.75,20,88.8,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (62%); returns occurring within 3 days
102805,226,646.73,Electronics,1,Not as expected,11,5,20006,570006,1,0,0.455,0.4545454545454545,1,0,6,6,68.6,30,20,13.636363636363637,20,83.6,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102832,1870,2356.28,Electronics,1,Damaged,15,6,20000,570000,1,1,0.4,0.4,1,0,6,6,67.0,30,20,12.0,20,82.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102842,2185,939.08,Electronics,1,Damaged,9,7,20006,570006,1,0,0.778,0.7777777777777778,1,1,6,6,93.3,30,20,23.33333333333333,20,93.3,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (78%); returns occurring within 3 days
102869,588,2953.49,Fashion,2,Damaged,15,5,20012,570012,1,0,0.333,0.3333333333333333,1,0,6,6,65.0,30,20,10.0,20,80.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102891,2124,446.44,Electronics,3,Damaged,13,7,20004,570004,1,0,0.538,0.5384615384615384,1,1,5,5,86.2,30,20,16.153846153846153,20,86.2,HIGH RISK - INVESTIGATE,device shared by 5 customers; pincode linked to 5 customers; high return intensity (54%); returns occurring within 3 days
102900,692,1600.82,Fashion,2,Damaged,14,5,20009,570009,1,0,0.357,0.3571428571428571,1,0,6,6,65.7,30,20,10.714285714285715,20,80.7,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102913,2358,2600.19,Electronics,2,Damaged,13,6,20005,570005,1,0,0.462,0.4615384615384615,1,0,6,6,68.8,30,20,13.846153846153848,20,83.8,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
102937,1182,1193.78,Fashion,1,Not as expected,12,8,20011,570011,1,1,0.667,0.6666666666666666,1,1,6,6,90.0,30,20,20.0,20,90.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (67%); returns occurring within 3 days
103010,221,1370.53,Electronics,1,Damaged,11,8,20012,570012,1,0,0.727,0.7272727272727273,1,1,6,6,91.8,30,20,21.81818181818182,20,91.8,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (73%); returns occurring within 3 days
103063,2573,471.22,Electronics,1,Not as expected,8,8,20002,570002,1,0,1.0,1.0,1,1,6,6,100.0,30,20,30.0,20,100.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (100%); returns occurring within 3 days
103218,447,1384.33,Fashion,3,Not as expected,13,5,20008,570008,1,0,0.385,0.3846153846153846,1,0,6,6,66.5,30,20,11.538461538461538,20,81.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
103265,2358,642.06,Electronics,1,Changed mind,8,6,20005,570005,1,0,0.75,0.75,1,1,6,6,92.5,30,20,22.5,20,92.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (75%); returns occurring within 3 days
103299,2660,290.04,Electronics,2,Wrong item,14,6,20010,570010,1,1,0.429,0.4285714285714285,1,0,6,6,67.9,30,20,12.857142857142856,20,82.9,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
103303,157,3742.03,Fashion,1,Wrong item,8,6,20002,570002,1,0,0.75,0.75,1,1,6,6,92.5,30,20,22.5,20,92.5,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (75%); returns occurring within 3 days
103363,2411,1354.93,Fashion,3,Changed mind,13,6,20014,570014,1,0,0.462,0.4615384615384615,1,0,6,6,68.8,30,20,13.846153846153848,20,83.8,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
103367,1870,759.76,Electronics,3,Not as expected,9,5,20000,570000,1,0,0.556,0.5555555555555556,1,1,6,6,86.7,30,20,16.666666666666668,20,86.7,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (56%); returns occurring within 3 days
103368,2569,1942.24,Electronics,1,Wrong item,10,5,20004,570004,1,0,0.5,0.5,1,1,5,5,85.0,30,20,15.0,20,85.0,HIGH RISK - INVESTIGATE,device shared by 5 customers; pincode linked to 5 customers; high return intensity (50%); returns occurring within 3 days
103369,1787,785.06,Fashion,2,Not as expected,15,7,20010,570010,1,0,0.467,0.4666666666666667,1,0,6,6,69.0,30,20,14.0,20,84.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; returns occurring within 3 days
103396,2450,449.28,Fashion,3,Changed mind,10,6,20013,570013,1,0,0.6,0.6,1,1,6,6,88.0,30,20,18.0,20,88.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (60%); returns occurring within 3 days
103493,2563,558.63,Fashion,3,Wrong item,12,6,20007,570007,1,0,0.5,0.5,1,1,6,6,85.0,30,20,15.0,20,85.0,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (50%); returns occurring within 3 days
103504,226,2977.34,Fashion,2,Changed mind,14,8,20006,570006,1,0,0.571,0.5714285714285714,1,1,6,6,87.1,30,20,17.142857142857142,20,87.1,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (57%); returns occurring within 3 days
103563,925,2121.99,Fashion,2,Changed mind,11,7,20000,570000,1,0,0.636,0.6363636363636364,1,1,6,6,89.1,30,20,19.09090909090909,20,89.1,HIGH RISK - INVESTIGATE,device shared by 6 customers; pincode linked to 6 customers; high return intensity (64%); returns occurring within 3 days
